Artist;Song name;Album name;Year;Genre;Length;;;;
;;;;;;;;;
;;;;;;;;;
Teoalida's Music Database;;;;;;;;;
6000+ songs that I downloaded, listened and rated according my preferrences;;;;;;;;;
Copyright 2005-2016 - www.teoalida.com/database/music;;;;;;;;;
You are not allowed to distribute or post this file on other websites!;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Ace of Base;;;;;#REF!;;;;
Ricchi e Poveri;Voulez-vous danser;Pop Masters: Che Sara';2006;Pop;03:27;;;;
Ricchi e Poveri;Hasta La Vista;Pop Masters: Che Sara';2006;Pop;04:09;;;;
Ricchi e Poveri;Canzione d'amore;The Collection;1994;Eurodance;04:03;;;;
Ricchi e Poveri;Sei la sala che amo;The Collection;1994;Eurodance;03:06;;;;
Ricchi e Poveri;Piccolo amore;The Collection;1994;Eurodance;03:20;;;;
Ricchi e Poveri;Dimmi quando;The Collection;1994;Eurodance;03:29;;;;
Ricchi e Poveri;Mamma mia;The Collection;1994;Eurodance;02:56;;;;
Ricchi e Poveri;Buonanotte fiorellino;The Collection;1994;Eurodance;03:02;;;;
Ricchi e Poveri;M'innamoro di te;The Collection;1994;Eurodance;03:19;;;;
Ricchi e Poveri;Come vorrei;The Collection;1994;Eurodance;02:58;;;;
Ricchi e Poveri;Amarsi un po';The Collection;1994;Eurodance;03:25;;;;
Ricchi e Poveri;Sara perche ti amo;The Collection;1994;Eurodance;03:12;;;;
Ricchi e Poveri;Ninna Nanna;The Collection;1994;Eurodance;03:32;;;;
Ricchi e Poveri;E penso a te;The Collection;1994;Eurodance;03:10;;;;
Ricchi e Poveri;Casa mia;The Collection;1994;Eurodance;03:31;;;;
Ricchi e Poveri;Cosa sei;The Collection;1994;Eurodance;03:20;;;;
Ricchi e Poveri;Voulez vous danser;The Collection;1994;Eurodance;03:46;;;;
Ricchi e Poveri;Hasta la vista;The Collection;1994;Eurodance;05:43;;;;
Ricchi e Poveri;Acapulco;;;Pop;;;;;
Ricchi e Poveri;Alla Faccia Di Belzebu;;;Pop;;;;;
Ricchi e Poveri;Amarsi un po';;;Pop;;;;;
Ricchi e Poveri;Bello L'amore;;;Pop;;;;;
Ricchi e Poveri;Besemonos;;;Pop;;;;;
Ricchi e Poveri;Buonanotte fiorellino;;;Pop;;;;;
Ricchi e Poveri;Canzione d'Amore;;;Pop;;;;;
Ricchi e Poveri;Casa mia;;;Pop;;;;;
Ricchi e Poveri;C'? Che Sto Bene;;;Pop;;;;;
Ricchi e Poveri;Che sara;;;Pop;;;;;
Ricchi e Poveri;Chi voglio sei tu;;;Pop;;;;;
Ricchi e Poveri;Ciao Italy, ciao amore;;;Pop;;;;;
Ricchi e Poveri;Cocco bello Africa;;;Pop;;;;;
Ricchi e Poveri;Come vorrei;;;Pop;;;;;
Ricchi e Poveri;Cosa sei;;;Pop;;;;;
Ricchi e Poveri;Dimmi quando;;;Pop;;;;;
Ricchi e Poveri;Donde Estaras;;;Pop;;;;;
Ricchi e Poveri;Donna Felicita;;;Pop;;;;;
Ricchi e Poveri;E Penzo A Te;;;Pop;;;;;
Ricchi e Poveri;Felicita;;;Pop;;;;;
Ricchi e Poveri;Fortissimo;;;Pop;;;;;
Ricchi e Poveri;Gloria;Allegro Italiano;1998;Pop;;;;;
Ricchi e Poveri;Hasta La Vista;;;Pop;;;;;
Ricchi e Poveri;La prima cosa bella;;;Pop;;;;;
Ricchi e Poveri;L'Amore E' Una Cosa Meravigliosa;;;Pop;;;;;
Ricchi e Poveri;M´Innamoro Di Te;;;Pop;;;;;
Ricchi e Poveri;Ma se ghe penso;;;Pop;;;;;
Ricchi e Poveri;Made In Italy;;;Pop;;;;;
Ricchi e Poveri;Magnifica Serata;;;Pop;;;;;
Ricchi e Poveri;Maledetta Primavera;;;Pop;;;;;
Ricchi e Poveri;Malinteso;;;Pop;;;;;
Ricchi e Poveri;Mamma Maria;;;Pop;;;;;
Ricchi e Poveri;M'innamoro di te;;;Pop;;;;;
Ricchi e Poveri;Ninna Nanna;;;Pop;;;;;
Ricchi e Poveri;Paese Mio / Che Sara;;;Pop;;;;;
Ricchi e Poveri;Penso sorrido e canto;;;Pop;;;;;
Ricchi e Poveri;Piccola e fragile;;;Pop;;;;;
Ricchi e Poveri;Piccolo amore;;;Pop;;;;;
Ricchi e Poveri;Poveri;;;Pop;;;;;
Ricchi e Poveri;Pubblicit?;;;Pop;;;;;
Ricchi e Poveri;Que Sera;;;Pop;;;;;
Ricchi e Poveri;Questa Sera;;;Pop;;;;;
Ricchi e Poveri;Sara' Perche' ti amo;;;Pop;;;;;
Ricchi e Poveri;Se m'innamoro;;;Pop;;;;;
Ricchi e Poveri;Sei la sola che amo;;;Pop;;;;;
Ricchi e Poveri;Solo tu;;;Pop;;;;;
Ricchi e Poveri;Stasera Canto;;;Pop;;;;;
Ricchi e Poveri;Tornero;;;Pop;;;;;
Ricchi e Poveri;Un estate Italiana;;;Pop;;;;;
Ricchi e Poveri;Venezia;;;Pop;;;;;
Ricchi e Poveri;Voulez-vous danser;;;Pop;;;;;
Ricchi & Poveri & Drupi;Voglio Una donna;;;Pop;;;;;
;;;;;;;;;
;;;;;;;;;
Ricchi e Poveri;...Ma la Mia Strada Sar? Breve;;;Pop;03:43;;;;
Ricchi e Poveri;Addio Mamma, Addio Pap?;;;Pop;02:57;;;;
;;;;;;;;;
Rionegro & Solim?es;;;;;#REF!;;;;
Rionegro & Solim?es;Bate O Pé;Rionegro & Solim?es;1988;;;;;;
Rionegro & Solim?es;Estrela Guia-A Gente Se Entrega (Pout. Pourri);Rionegro & Solim?es;1988;;;;;;
Rionegro & Solim?es;Tá Mentindo;Rionegro & Solim?es;1988;;;;;;
Rionegro & Solim?es;Amor Desconcentrado;Rionegro & Solim?es;1988;;;;;;
Rionegro & Solim?es;O Grito Da Galera;Rionegro & Solim?es;1988;;;;;;
Rionegro & Solim?es;Meu Amor;Rionegro & Solim?es;1988;;;;;;
Rionegro & Solim?es;Quero Sua Volta;Rionegro & Solim?es;1988;;;;;;
Rionegro & Solim?es;Deus Me Livre;Rionegro & Solim?es;1988;;;;;;
Rionegro & Solim?es;O Rio Do Meu Coraç?o;Rionegro & Solim?es;1988;;;;;;
Rionegro & Solim?es;N?o Me Deixe Louco;Rionegro & Solim?es;1988;;;;;;
Rionegro & Solim?es;Tarde De Chuva;Rionegro & Solim?es;1989;;;;;;
Rionegro & Solim?es;Bobeou, Tá Na Poeira;Rionegro & Solim?es;1989;;;;;;
Rionegro & Solim?es;É Por Voc?;Rionegro & Solim?es;1989;;;;;;
Rionegro & Solim?es;Movido Pela Emoç?o;Rionegro & Solim?es;1989;;;;;;
Rionegro & Solim?es;Na Virada Do;Rionegro & Solim?es;1989;;;;;;
Rionegro & Solim?es;No Pique Do Rodeio;Rionegro & Solim?es;1989;;;;;;
Rionegro & Solim?es;O Amor Me Pegou;Rionegro & Solim?es;1989;;;;;;
Rionegro & Solim?es;Palmas Pro Amor;Rionegro & Solim?es;1989;;;;;;
Rionegro & Solim?es;Tendel;Rionegro & Solim?es;1989;;;;;;
Rionegro & Solim?es;Tudo Acabou;Rionegro & Solim?es;1989;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Rionegro & Solim?es;Falta voc?;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;A gente se entrega;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;Tô doid?o;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;Frio da Madrugada;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;De S?o Paulo a Belém;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;Saudade Pulou no Peito;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;Depois de Voc?;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;Trem B?o;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;Cuitelinho;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;Deixe a Poeira Subir ;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;Depois que Perde ;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;Rei da Festa ;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;Tudo Acabou ;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;No Pique do Rodeio;Un amor supera tudo;1998;Country;;;;;
Rionegro & Solim?es;Só Lembranças;Bate O Pe;1999;Country;;;;www.cduniverse.com;
Rionegro & Solim?es;Bate O Pé;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Casa Cheia;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Orvalho da Saudade;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Saudade Aperta;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Eu Menti;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Brete Da Solidăo;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Ô de Casa Ô de Fora;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Um Pouquinho de Voc?;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Uai, Uai;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Ela Năo Veio;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Eu Queria Te Amar;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Pororoca;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Na Virada Do 2000;Bate O Pe;1999;Country;;;;;
Rionegro & Solim?es;Coraç?o, Chora de Saudade;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Balança, Mas N?o Cai ;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Solid?o E Saudade;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Só Alegria;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Virou Paix?o;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Vivendo Abandonado;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Te Dou O Mundo;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Tá Mentindo;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Lenha;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Deixa a Paix?o Te Levar;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Fui Eu;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;É Amor, É Paix?o;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Lágrimas Geladas;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Bobeou, Tá Na Poeira;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;Palmas Pro Amor;Só Alegria;2001;Country;;;;;
Rionegro & Solim?es;No Fim Desta Estrada;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;Na Sola Da Bota;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;Clima De Rodeio;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;Amor Desencontrado;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;O Grito Da Galera;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;N?o Tô Nem Aí;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;N?o Penso Em Voltar;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;Madrugada Triste;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;Temporal De Lágrimas;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;Tendel;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;Vai Começar De Novo;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;Lençol Gelado;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;Cai Na Realidade;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;Movido Pela Emoç?o;Na Sola Da Bota;2003;Country;;;;;
Rionegro & Solim?es;Vai Começar de Novo (Clima de Amor);"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:48;;;;
Rionegro & Solim?es;Amor Desencontrado;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:33;;;;
Rionegro & Solim?es;Movido Pela Emoç?o;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:19;;;;
Rionegro & Solim?es;Esperando Na Janela;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:30;;;;
Rionegro & Solim?es;O Grito da Galera;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:06;;;;
Rionegro & Solim?es;N?o Tô Nem Aí;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:25;;;;
Rionegro & Solim?es;Tendel;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:19;;;;
Rionegro & Solim?es;De Bem Com a Vida;"De Bem Com a Vida ""Ao Vivo""";2004;Country;02:49;;;;
Rionegro & Solim?es;Tô Por Aí;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:37;;;;
Rionegro & Solim?es;No Fim Desta Estrada;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:48;;;;
Rionegro & Solim?es;Lenha;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:43;;;;
Rionegro & Solim?es;Planeta Azul;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:26;;;;
Rionegro & Solim?es;Frio da Madrugada;"De Bem Com a Vida ""Ao Vivo""";2004;Country;05:00;;;;
Rionegro & Solim?es;Boiadeiro e Violeiro;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:48;;;;
Rionegro & Solim?es;Na Sola da Bota;"De Bem Com a Vida ""Ao Vivo""";2004;Country;02:53;;;;
Rionegro & Solim?es;Só Alegria;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:15;;;;
Rionegro & Solim?es;Bate O Pé (Live);"De Bem Com a Vida ""Ao Vivo""";2004;Country;02:45;;;;
Rionegro & Solim?es;Pot-Pourri: Estrela Guia / a Gente Se Entrega;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:35;;;;
Rionegro & Solim?es;Tá Mentindo;"De Bem Com a Vida ""Ao Vivo""";2004;Country;02:09;;;;
Rionegro & Solim?es;Floresce;"De Bem Com a Vida ""Ao Vivo""";2004;Country;03:49;;;;
Rionegro & Solim?es;Na Sola Da Bota;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;De Bem Com A Vida;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;Frio Da Madrugada;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;De S?o Paulo A Belém;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;Saudade Pulou No Peito;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;Lenha;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;A Gente Se Entrega;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;O Grito Da Galera;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;Movido Pela Emoç?o;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;Rodopiou;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;Esperando Na Janela;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;Tô Doid?o;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;Pe?o Apaixonado;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;Bate O Pé;O Grito Da Galera;2005;Country;;;;;
Rionegro & Solim?es;Balançou, Sacudiu;Clube do Batid?o;2005;Country;02:49;;;;
Rionegro & Solim?es;Clube do Batid?o;Clube do Batid?o;2005;Country;02:50;;;;
Rionegro & Solim?es;Ajeite o Trem Aí;Clube do Batid?o;2005;Country;03:09;;;;
Rionegro & Solim?es;Casa, Comida;Clube do Batid?o;2005;Country;03:24;;;;
Rionegro & Solim?es;Sozinho Outra Vez;Clube do Batid?o;2005;Country;03:21;;;;
Rionegro & Solim?es;Ela Foi Embora;Clube do Batid?o;2005;Country;03:43;;;;
Rionegro & Solim?es;Festa de Pe?o;Clube do Batid?o;2005;Country;03:02;;;;
Rionegro & Solim?es;Deus me Livre;Clube do Batid?o;2005;Country;03:21;;;;
Rionegro & Solim?es;Voc? Chegou e Abalou (Y?, Y?);Clube do Batid?o;2005;Country;03:22;;;;
Rionegro & Solim?es;Tô Mal;Clube do Batid?o;2005;Country;03:21;;;;
Rionegro & Solim?es;O Carro Dela Quebrou;Clube do Batid?o;2005;Country;03:28;;;;
Rionegro & Solim?es;Apuros;Clube do Batid?o;2005;Country;02:56;;;;
Rionegro & Solim?es;Eu De Cá, Voc? De Lá;Clube do Batid?o;2005;Country;02:49;;;;
Rionegro & Solim?es;O Amor Me Pegou;Clube do Batid?o;2005;Country;03:16;;;;
Rionegro & Solim?es;Vida de C?o;Do Jeito da Gente;2007;Country;03:40;;;;
Rionegro & Solim?es;Agito do Meu Povo;Do Jeito da Gente;2007;Country;02:38;;;;
Rionegro & Solim?es;La Bella Luna;Do Jeito da Gente;2007;Country;03:02;;;;
Rionegro & Solim?es;Eu sem Voc?;Do Jeito da Gente;2007;Country;03:12;;;;
Rionegro & Solim?es;A Sua Maneira;Do Jeito da Gente;2007;Country;03:53;;;;
Rionegro & Solim?es;Cidade;Do Jeito da Gente;2007;Country;03:46;;;;
Rionegro & Solim?es;Fim de Semana;Do Jeito da Gente;2007;Country;03:05;;;;
Rionegro & Solim?es;No Mesmo Lugar;Do Jeito da Gente;2007;Country;03:22;;;;
Rionegro & Solim?es;Nem com Reza;Do Jeito da Gente;2007;Country;02:57;;;;
Rionegro & Solim?es;Dois;Do Jeito da Gente;2007;Country;03:55;;;;
Rionegro & Solim?es;Tá Doendo Demais Essa Saudade;Do Jeito da Gente;2007;Country;03:22;;;;
Rionegro & Solim?es;Minha Sereneta;Do Jeito da Gente;2007;Country;02:56;;;;
Rionegro & Solim?es;Ponto de Chegada;Do Jeito da Gente;2007;Country;03:00;;;;
Rionegro & Solim?es;Saudade Morena;Do Jeito da Gente;2007;Country;03:43;;;;
Rionegro & Solim?es;Vida Louca;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Alô, Meu Coraç?o;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Moído de Paix?o;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Saúde e Paz;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Arrast?o;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Traz Mais Uma;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Mizerenta;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Só Eu Sei;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Vai E Vem;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Chora, Viol?o;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Nosso Filme;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Latinha No Bico;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;No Seu Coraç?o;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;Tá Ficando Bom;Arrast?o;2008;Country;;;;;
Rionegro & Solim?es;A Fila Ta Andando;Arrast?o;2008;Country;;;;;
;;;;;;;;;
;;;;;;;;;
Rio Negro e Solimoes;As Mocinhas Da Cidade;;;Country;;;;;
Rio Negro e Solimoes;Como Esquecer Un Amor;;;Country;;;;;
Rio Negro e Solimoes;Dama dei note;;;Country;;;;;
Rio Negro e Solimoes;Deixe a Poeira Subir;;;Country;;;;;
Rio Negro e Solimoes;Ela chorou chorou;;;Country;;;;;
Rio Negro e Solimoes;Estrela Guia;;;Country;;;;;
Rio Negro e Solimoes;Festa Animada;;;Country;;;;;
Rio Negro e Solimoes;Garagem da minha vizinha;;;Country;;;;;
Rio Negro e Solimoes;La Bela Luna;;;Country;;;;;
Rio Negro e Solimoes;Laço da Paix?o;;;Country;;;;;
Rio Negro e Solimoes;Meu Amor;;;Country;;;;;
Rio Negro e Solimoes;Meu último amor;;;Country;;;;;
Rio Negro e Solimoes;Mexe Mexe Que e Bom;;;Country;;;;;
Rio Negro e Solimoes;Muia larga;;;Country;01:46;;;;
Rio Negro e Solimoes;Nois Nao Vive Sem Moye;;;Country;;;;;
Rio Negro e Solimoes;Primeiro Vento;;;Country;;;;;
Rio Negro e Solimoes;Quarto triste;;;Country;;;;;
Rio Negro e Solimoes;Samba e Cachaça;;;Country;;;;;
Rio Negro e Solimoes;Sonhei;;;Country;;;;;
Rio Negro e Solimoes;Tô Indo Embora;;;Country;;;;;
Edson & Hudson e Rionegro & Solim?es;Un Bicho Vai Pegar;;;Country;;;;;
Rio Negro e Solimoes;;;;;;;;;
;;;;;;;;;
Rio Negro e Solimoes;Un carro dela quebrou;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Rosinha;;;;;#REF!;;;;
Rosinha;Com a Boca no Pipo;Com a boca no pipo…;2007;;;;;;
Rosinha;Mete Mais um Dedo;Com a boca no pipo…;2007;;;;;;
Rosinha;Tudo Lá Dentro;Com a boca no pipo…;2007;;;;;;
Rosinha;Queres é Poder;Com a boca no pipo…;2007;;;;;;
Rosinha;Ele Já Bebe, Já Fuma, Já…;Com a boca no pipo…;2007;;;;;;
Rosinha;Os Tomates do Emigrante;Com a boca no pipo…;2007;;;;;;
Rosinha;Meu Amor Quero Uma Mala;Com a boca no pipo…;2007;;;;;;
Rosinha;Camionista Gay;Com a boca no pipo…;2007;;;;;;
Rosinha;Fiz-te Carneiro;Com a boca no pipo…;2007;;;;;;
Rosinha;Homens de Farda (Que Tentaç¦o);Com a boca no pipo…;2007;;;;;;
Rosinha;Tudo Vale (Gina);Com a boca no pipo…;2007;;;;;;
Rosinha;Garanh¦o;Com a boca no pipo…;2007;;;;;;
Rosinha;Por trás n?o;Só quer é fruta;2008;;;;;;
Rosinha;Só quer é fruta;Só quer é fruta;2008;;;;;;
Rosinha;Meu amor tem a tenda armada;Só quer é fruta;2008;;;;;;
Rosinha;Quer dar me uma folga;Só quer é fruta;2008;;;;;;
Rosinha;Esse pecado eu nao cometi;Só quer é fruta;2008;;;;;;
Rosinha;Pega aqui nesta cabeça;Só quer é fruta;2008;;;;;;
Rosinha;As miudezas do artur;Só quer é fruta;2008;;;;;;
Rosinha;Vais mete toda a noite;Só quer é fruta;2008;;;;;;
Rosinha;Enfia agora;Só quer é fruta;2008;;;;;;
Rosinha;O emigrante dá-me uma;Só quer é fruta;2008;;;;;;
Rosinha;Eu levo no pacote;Eu levo no pacote;2009;;;;;;
Rosinha;Ai que olh~oes;Eu levo no pacote;2009;;;;;;
Rosinha;Está a entrar dobrada;Eu levo no pacote;2009;;;;;;
Rosinha;Trés sem parar;Eu levo no pacote;2009;;;;;;
Rosinha;Afinal cabia outra;Eu levo no pacote;2009;;;;;;
Rosinha;Eu lambo a dele e a dela;Eu levo no pacote;2009;;;;;;
Rosinha;Ele Enterra bem;Eu levo no pacote;2009;;;;;;
Rosinha;Tirou-me os trés;Eu levo no pacote;2009;;;;;;
Rosinha;Deu mofo no emigrante;Eu levo no pacote;2009;;;;;;
Rosinha;É Pasteleiro;Eu levo no pacote;2009;;;;;;
Rosinha;Eu chupo;Eu chupo;2010;;;;;;
Rosinha;O gato lambe-me a passarinha;Eu chupo;2010;;;;;;
Rosinha;Eu abro as pedras;Eu chupo;2010;;;;;;
Rosinha;Já faz bicos e outras rendas;Eu chupo;2010;;;;;;
Rosinha;Portugal está florido;Eu chupo;2010;;;;;;
Rosinha;Ele faz-me vir;Eu chupo;2010;;;;;;
Rosinha;Sempre a levar com ele;Eu chupo;2010;;;;;;
Rosinha;Ele é madeireiro;Eu chupo;2010;;;;;;
Rosinha;Passa o dia a encavar;Eu chupo;2010;;;;;;
Rosinha;Ela p?e a lenha nele;Eu chupo;2010;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Roxette;;;;;#REF!;;;;
Roxette;Soul Deep;Pearls of Passion;1986;Pop-rock;03:38;;;;
Roxette;Secrets That She Keeps;Pearls of Passion;1986;Pop-rock;03:42;;;;
Roxette;Goodbye to You;Pearls of Passion;1986;Pop-rock;04:01;;;;
Roxette;I Call Your Name;Pearls of Passion;1986;Pop-rock;03:36;;;;
Roxette;Surrender;Pearls of Passion;1986;Pop-rock;04:19;;;;
Roxette;Voices;Pearls of Passion;1986;Pop-rock;04:42;;;;
Roxette;Neverending Love;Pearls of Passion;1986;Pop-rock;03:27;;;;
Roxette;Call of the Wild;Pearls of Passion;1986;Pop-rock;04:29;;;;
Roxette;Joy of a Toy;Pearls of Passion;1986;Pop-rock;03:03;;;;
Roxette;From One Heart to Another;Pearls of Passion;1986;Pop-rock;04:07;;;;
Roxette;Like Lovers Do;Pearls of Passion;1986;Pop-rock;03:22;;;;
Roxette;So Far Away;Pearls of Passion;1986;Pop-rock;05:16;;;;
Roxette;The Look;Look Sharp!;1988;Pop-rock;03:57;;;;
Roxette;Dressed for Success;Look Sharp!;1988;Pop-rock;04:09;;;;
Roxette;Sleeping Single;Look Sharp!;1988;Pop-rock;04:37;;;;
Roxette;Paint;Look Sharp!;1988;Pop-rock;03:30;;;;
Roxette;Dance Away;Look Sharp!;1988;Pop-rock;03:25;;;;
Roxette;Cry;Look Sharp!;1988;Pop-rock;05:19;;;;
Roxette;Chances;Look Sharp!;1988;Pop-rock;04:57;;;;
Roxette;Dangerous;Look Sharp!;1988;Pop-rock;03:48;;;;
Roxette;Half a Woman, Half a Shadow;Look Sharp!;1988;Pop-rock;03:35;;;;
Roxette;View From a Hill;Look Sharp!;1988;Pop-rock;03:40;;;;
Roxette;(I Could Never) Give You Up;Look Sharp!;1988;Pop-rock;03:57;;;;
Roxette;Shadow of a Doubt;Look Sharp!;1988;Pop-rock;04:14;;;;
Roxette;Listen to Your Heart;Look Sharp!;1988;Pop-rock;05:28;;;;
Roxette;Joyride;Joyride;1991;Pop-rock;04:24;;;;
Roxette;Hotblooded;Joyride;1991;Pop-rock;03:18;;;;
Roxette;Fading Like a Flower (Every Time You Leave);Joyride;1991;Pop-rock;03:52;;;;
Roxette;Knockin' On Every Door;Joyride;1991;Pop-rock;03:56;;;;
Roxette;Spending My Time;Joyride;1991;Pop-rock;04:36;;;;
Roxette;I Remember You;Joyride;1991;Pop-rock;03:54;;;;
Roxette;Watercolours In The Rain;Joyride;1991;Pop-rock;03:40;;;;
Roxette;The Big L;Joyride;1991;Pop-rock;04:26;;;;
Roxette;Soul Deep;Joyride;1991;Pop-rock;03:34;;;;
Roxette;(Do You Get) Excited?;Joyride;1991;Pop-rock;04:16;;;;
Roxette;Church Of Your Heart;Joyride;1991;Pop-rock;03:16;;;;
Roxette;Small Talk;Joyride;1991;Pop-rock;03:53;;;;
Roxette;Physical Fascination;Joyride;1991;Pop-rock;03:27;;;;
Roxette;Things Will Never Be The Same;Joyride;1991;Pop-rock;04:26;;;;
Roxette;Perfect Day;Joyride;1991;Pop-rock;04:05;;;;
Roxette;How Do You Do!;Tourism - Songs from Studios, Stages, Hotelrooms & Other Strange Places;1992;Pop-rock;03:00;;;;
Roxette;Fingertips;Tourism - Songs from Studios, Stages, Hotelrooms & Other Strange Places;1992;Pop-rock;03:33;;;;
Roxette;Keep Me Waiting;Tourism - Songs from Studios, Stages, Hotelrooms & Other Strange Places;1992;Pop-rock;03:15;;;;
Roxette;Cinnamon Street;Tourism - Songs from Studios, Stages, Hotelrooms & Other Strange Places;1992;Pop-rock;05:00;;;;
Roxette;Never Is a Long Time;Tourism - Songs from Studios, Stages, Hotelrooms & Other Strange Places;1992;Pop-rock;03:46;;;;
